"Date","Code","Country.Name","Continent","Continent.Sub.Region","Ethnic.Cultural.Region","Income.Group","Democracy.Status","Annual.Inflation..","Inflation.Volatility","X1.year.ahead.Inflation.forecast..","X2.year.ahead.Inflation.forecast..","GDP","current.USD..billions.","Real.GDP.Growth","y.o.y..","X1.year.ahead.GDP.growth.forecast..","X2.year.ahead.GDP.growth.forecast..","GDP.per.capita","current.USD..thousands.","GDP.per.capita.growth","y.o.y...1","General.Government.Debt","X..GDP","Country.credit.rating","X0...100..best.","Current.Account.Balance","X3.Year.Average....GDP.","Imports","X..of.GDP","Exports","X..of.GDP.1","Minerals.and.Metals....total.exports.","Total.Population..Millions.","Life.expectancy","years","Age.dependency.ratio","old....working.age.pop.","Age.dependency.ratio.1","young....working.age.pop.","Adult.literacy.rate","X.","Primary.education.enrollment","net..","Secondary.education.enrollment....of.24..population.","Tertiary.education.enrollment..per.100","X000.","Emigration.of.tertiary.educated","X..of.univ.educated","Employment.to.Working.Age.Population","Seismic.Activity","X..of.Population.Affected..Time.Weighted.Cumulative.Sum.","Storm","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..1","Flood","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..2","Droughts","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..3","Extreme.Temperature","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..4","Wildfires","X..of.Population.Affected..Time.Weighted.Cumulative.Sum..5"
"01-03-2010","SLE","Sierra Leone","Africa","Western Africa","African Sphere","low income","democratic rule",23.9,4.2,6.2,6.2,2.4,3.2,2.6,2.6,0.4,-4.2,61.8,28,-6.5,40.5,16,56.2,5.7,48.2,6.8,76.9,39.8,62.8,6.6,207,49.2,67.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SLV","El Salvador","North America","Central America","Latin American Sphere","lower middle income","democratic rule",0.2,3.4,8.4,8.4,20.7,-3.1,3.4,3.4,3.4,-4.1,48.2,47.9,-4.6,49.5,23.2,3.1,6.2,72,10.3,46.7,84,94,13.5,2386,31.7,64,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SOM","Somalia","Africa","Eastern Africa","African Sphere","low income","autocratic rule",7.4,19.6,6.2,6.2,28.9,5.6,2.6,2.6,0.7,14.9,85,19.7,-4.9,22.9,10.1,49.6,9.1,50.4,4.4,83.9,0,65.2,1.6,304.7,34.5,55.3,0,0,0,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SRB","Serbia","Europe","Southern Europe","East European Sphere","upper middle income","democratic rule",-4.3,6.1,5.7,5.7,40.1,-3.5,3,3,1.1,-7.6,38.2,42.3,-10.6,45.8,29.4,6,7.5,74.4,24.3,21.8,99.7,96.9,21.5,3260.3,20.8,50.7,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SUR","Suriname","South America","Northern South America","German Sphere","lower middle income","democratic rule",2.9,6.9,8.4,8.4,3.9,3,3.4,3.4,7.5,9.1,18.5,44,8.7,38.5,26.7,4.7,0.5,69.4,8.3,41,90.7,94.5,10.5,1103.7,65.8,51.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SVK","Slovak Rep.","Europe","Eastern Europe","East European Sphere","upper middle income","democratic rule",0.8,1.6,1.6,1.6,87.5,-4.9,-0.7,-0.7,16,-7.8,35.6,75.4,-5.3,85,70.9,6.9,5.5,75.1,18.3,21.8,90,92,22.2,4356.3,10.5,58.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SVN","Slovenia","Europe","Southern Europe","East European Sphere","high income","democratic rule",1.4,2.4,1.6,1.6,49.3,-8,-0.7,-0.7,24.3,-10.6,35.3,82.6,-3.7,71.4,58.4,4.2,2,78.8,24.6,19.3,99.7,95.4,17.5,5710.7,11,67.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SWE","Sweden","Europe","Northern Europe","Nordic Sphere","high income","democratic rule",1.2,1.8,0.5,0.5,407.9,-4.8,0.8,0.8,43.6,-17.2,42.5,88.8,8.4,46.8,48,8.7,9.3,81.3,31.3,23.9,97.6,94.9,18.4,4595,4.5,81,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","SYR","Syria","Asia","Western Asia","Arabic-Semitic Sphere","lower middle income","autocratic rule",4.7,6.4,5,5,53.9,5.9,3.7,3.7,2.7,0.8,31.4,29.5,-3.6,35.5,29.1,41.3,20.1,74.6,6.2,56.1,83.6,94.5,22,3098.3,9.2,41.4,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TCD","Chad","Africa","Middle Africa","African Sphere","low income","autocratic rule",-3.5,10.3,6.2,6.2,7.1,-1.2,2.6,2.6,0.6,-17.6,30.5,12.8,-4,31.1,40.6,68,10.9,49.2,5.7,88.7,32.7,60.2,5.8,194,9.1,70.4,0,0,0,0.2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","THA","Thailand","Asia","Southeastern Asia","Southeast Asian Sphere","lower middle income","democratic rule",3.5,3.3,3.1,3.1,263.7,-2.3,5.3,5.3,3.8,-3.9,45.2,58.5,5,73.6,68.4,10.2,68.7,69.3,13.3,27.5,93.5,94.2,16.1,3562,2.2,79.2,0,0,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TJK","Tajikistan","Asia","Central Asia","Indo-Persian Sphere","low income","autocratic rule",-0.1,1.7,5.7,5.7,5,4.1,3,3,0.7,-4.4,36.2,16.7,-5.7,51.4,13.4,76.4,6.8,67.3,5.2,53.5,99.7,97.3,24.3,2384,0.6,61.5,0,0,0,0.2,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TKM","Turkmenistan","Asia","Central Asia","Turkic Sphere","lower middle income","autocratic rule",-0.1,1.4,5.7,5.7,20.2,6.1,3,3,4.1,-7.2,2.6,30.4,-14.7,62,51,76.4,5,65.3,6,39.3,99.5,91.1,23.4,3338.7,0.4,57.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TTO","Trinidad Tobago","North America","Caribbean","Anglosaxon Sphere","high income","democratic rule",5.1,3.7,8.4,8.4,19.7,-3.3,3.4,3.4,14.7,-29.7,30.8,68.4,8.2,40.9,63.7,80.4,1.3,69.9,12.2,27.1,98.7,84.6,17.1,1302.1,78.9,63.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TUN","Tunisia","Africa","Northern Africa","Arabic-Semitic Sphere","lower middle income","autocratic rule",5,0.9,5,5,43.5,3.1,3.7,3.7,4.2,-4.1,42.8,59.2,-2.8,45.9,45,15.1,10.4,74.3,11,33.3,78,96.1,23.6,3537.7,12.6,44.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TUR","Turkey","Asia","Western Asia","Turkic Sphere","upper middle income","democratic rule",9.6,2.1,7.4,7.4,616,-4.8,3.8,3.8,8.6,-17,46.1,52.5,-4.5,28.5,23.3,11.4,71.8,72.2,9.5,38.9,88.7,91.4,17.7,4147.2,5.8,44.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TWN","Taiwan","Asia","Eastern Asia","East Asian Sphere","high income","democratic rule",1.3,2.3,2,2,377.6,-1.8,3,3,14.8,-4.1,38,77.7,11.4,69.4,120.6,9,22.1,81.6,15.3,19.9,96.7,99.3,21.9,4937.5,7.9,69.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","TZA","Tanzania","Africa","Eastern Africa","African Sphere","low income","autocratic rule",6.3,2.5,6.2,6.2,21,6.7,2.6,2.6,0.5,7,37.1,29.5,-10.7,30.6,23.2,46.7,43.5,56.9,5.6,86.4,72.6,97.8,5.2,136.2,12.1,83.6,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","UGA","Uganda","Africa","Eastern Africa","African Sphere","low income","autocratic rule",7.6,3.7,6.2,6.2,15.8,7.2,2.6,2.6,0.5,6,22.2,31.9,-8.1,33,23.7,14.4,32.4,54.1,4.4,100.6,74.6,94.6,5.4,399.6,36,78.4,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","UKR","Ukraine","Europe","Eastern Europe","East European Sphere","lower middle income","democratic rule",-0.5,1.4,5.7,5.7,117.2,-14.8,3,3,2.6,-34.5,35.4,32.1,-3.8,54.3,46.4,13,45.7,68.6,21.9,19.5,99.7,90.2,23,6192.9,4.3,70.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","URY","Uruguay","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",7.1,0.9,8.4,8.4,30.5,2.4,3.4,3.4,9.1,0.1,62.7,49,-2.7,32.3,28,2.7,3.4,76.7,21.4,33.8,98.2,99.7,18.9,4881.1,9,71.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","USA","United States","North America","Northern America","Anglosaxon Sphere","high income","democratic rule",2.3,2.2,2,2,13973.8,-3.5,1.7,1.7,45.3,-3.3,89.9,88.9,-4,17.7,11.4,8.3,307.7,79.6,20.4,30.1,97.6,91.6,23.3,6296.5,0.5,69.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","UZB","Uzbekistan","Asia","Central Asia","Turkic Sphere","low income","autocratic rule",-0.1,1.4,5.7,5.7,33.5,8.1,3,3,1.2,15.6,11,30.4,2.2,62,36.4,76.4,27.1,68.2,6.7,37.2,99.3,91.1,21.9,1133.4,0.8,57.5,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","VEN","Venezuela","South America","Northern South America","Latin American Sphere","upper middle income","autocratic rule",28.2,5.6,29,29,329,-3.2,2,2,11.5,2.7,33.8,40.1,7,19.6,18.1,97.5,28.5,74.2,8.6,44.4,95.2,91.1,15.3,7601.1,19.1,63.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","VNM","Vietnam","Asia","Southeastern Asia","Southeast Asian Sphere","low income","autocratic rule",9.5,8.3,7.8,7.8,93.2,5.3,5.4,5.4,1.1,2,38.4,46.8,-10.1,93.1,68.3,17,86.9,74.9,7.9,35.7,92.5,94.5,21.7,2077.7,27,81.6,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","YEM","Yemen","Asia","Western Asia","Arabic-Semitic Sphere","low income","democratic rule",9.6,4.5,5,5,25.1,3.9,3.7,3.7,1.1,-9.4,49.9,55,-7.6,48.7,28.2,89.7,23.3,63.9,4.8,77.5,60.9,90.3,9.6,1102.4,9.2,43.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","ZAF","South Africa","Africa","Southern Africa","African Sphere","upper middle income","democratic rule",5.2,1.8,6.2,6.2,284.2,-1.5,2.6,2.6,5.7,2.8,31.5,62,-6,38.5,27.4,45.7,49.8,52,8.9,43.2,89,88.3,17.5,3806.3,7.4,44,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","ZMB","Zambia","Africa","Eastern Africa","African Sphere","low income","democratic rule",10.2,2.3,6.2,6.2,12.8,6.4,2.6,2.6,1,-14.9,26.9,29,4.2,30.6,35.6,66.4,12.7,47.3,4.7,90.2,70.7,92,9.2,244.5,16.4,70.9,0,0,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2010","ZWE","Zimbabwe","Africa","Eastern Africa","African Sphere","low income","autocratic rule",3.6,80246717.5,6.2,6.2,5.9,6.3,2.6,2.6,0.5,31.5,95,6.7,-24.2,64.2,30.8,31.5,12.5,47,6.6,72.8,91.4,87.8,10.3,774.4,13.1,88.7,0,0,0,0.7,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","AFG","Afghanistan","Asia","Southern Asia","Indo-Persian Sphere","low income","autocratic rule",6.9,3.3,3,3,15.9,8.4,5.4,5.4,0.5,24.3,42,21.6,-0.6,55.7,15.5,0.3,31.4,44.6,4.5,79.4,88,82.4,9.7,323.7,22.6,47.1,0,0,0,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","AGO","Angola","Africa","Middle Africa","African Sphere","lower middle income","autocratic rule",14.8,1,6.2,6.2,82.5,3.4,2.6,2.6,4.3,6.2,37.5,36.4,0.7,40.9,62.3,43.5,19.1,48.1,5.4,82.5,69.6,88,3.9,360.2,3.7,67.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","ALB","Albania","Europe","Southern Europe","East European Sphere","lower middle income","democratic rule",4.3,0.9,5.7,5.7,11.9,3.5,3,3,3.7,-2.6,58.3,38.2,-13.7,42.1,29.6,31.2,3.2,76.9,15.5,29.9,99,93.6,25.3,1732.5,17.5,59.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","ARE","U.A.E.","Asia","Western Asia","Arabic-Semitic Sphere","high income","autocratic rule",1.2,1.7,1.3,1.3,283.9,-0.3,4.8,4.8,37.8,-3,21.3,76.5,3.3,73.2,77.9,51.3,7.5,77.7,1.2,26.1,90,90.9,13.5,1840.4,0.7,76.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","ARG","Argentina","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",32.8,2.3,25,25,367.6,9.2,3,3,9.1,17.4,49.1,31.1,1.6,20.3,21.7,15.2,40.4,75.7,17.5,39.7,97.7,98.3,14,6063.9,2.8,65.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","ARM","Armenia","Asia","Western Asia","East European Sphere","lower middle income","democratic rule",2.2,2.3,5.7,5.7,9.4,2.1,3,3,3,8.1,33.3,39,-14.6,39.6,20.6,60.3,3.1,74.2,13.6,23.9,99.5,85,23.1,5090.9,8.9,56.7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","AUS","Australia","Australia-Pacific","Australasia","Anglosaxon Sphere","high income","democratic rule",3.3,1.1,2.5,2.5,1248.8,2.5,2.7,2.7,55.9,23.4,20.4,87.6,-3.6,23.9,19.8,66.3,22.3,81.9,21.3,26.9,97.6,97.1,20.9,5812.6,2.7,74.9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","AUT","Austria","Europe","Western Europe","German Sphere","high income","democratic rule",3.1,1.2,1.6,1.6,379.9,2.1,-0.7,-0.7,45.3,-1,71.8,87.6,3.2,53.9,54,5.6,8.4,80.4,27.4,20.5,94.5,97.4,20.2,3715.5,13.5,73.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","AZE","Azerbaijan","Asia","Western Asia","Turkic Sphere","lower middle income","autocratic rule",7.9,9.1,5.7,5.7,52.9,5,3,3,5.8,21.2,11.4,48.2,29,29.3,54,94.6,9.2,70.8,8.8,31.9,99.5,95.3,23,2020.3,1.8,65.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BDI","Burundi","Africa","Eastern Africa","African Sphere","low income","autocratic rule",14.7,4.8,6.2,6.2,2,3.8,2.6,2.6,0.2,8.9,36.7,14.1,-10.7,35,6.1,16,8.4,51.4,4.8,88.6,65.9,81.2,6.3,360.3,9.3,80.2,0,0,0,0.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BEL","Belgium","Europe","Western Europe","Roman Sphere","high income","democratic rule",3.5,2.1,1.6,1.6,472.7,4.6,-0.7,-0.7,44.1,-0.8,96.2,87.2,-0.5,92.6,79.9,15.4,10.7,80.3,27.9,24,97.6,98.1,15.4,4035.4,5.5,62,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BEN","Benin","Africa","Western Africa","African Sphere","upper middle income","autocratic rule",2.2,4.5,6.2,6.2,6.6,2.5,2.6,2.6,0.7,-3.5,30,28.6,-8.1,27.5,14.3,0.1,8.8,62.3,5.2,84.1,40.8,80.2,8.6,994.9,8.7,76.2,0,0,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BFA","Burkina Faso","Africa","Western Africa","African Sphere","low income","autocratic rule",1.3,5.9,6.2,6.2,9,9.6,2.6,2.6,0.5,4.1,27.1,26.9,-4,13.3,11.4,69.3,16.5,53.7,4.8,88.1,28.7,58.1,4.7,323.4,2.6,84.5,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BGD","Bangladesh","Asia","Southern Asia","Indo-Persian Sphere","low income","democratic rule",10.5,2,3,3,106.2,6.4,5.4,5.4,0.7,10.7,46.9,25.4,2.1,32.8,18.4,1.7,148.7,66.9,7.8,54.6,55,86.5,14.3,741.6,4.4,72.8,0,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BGR","Bulgaria","Europe","Eastern Europe","East European Sphere","upper middle income","democratic rule",5.6,4.6,5.7,5.7,47.8,0.4,3,3,6.4,-0.9,16.7,52.4,-9.2,83.3,57.8,24.3,7.5,73.7,27.5,20.8,98.3,94.6,19.9,3871.1,9.6,56.3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BHR","Bahrain","Asia","Western Asia","Arabic-Semitic Sphere","high income","autocratic rule",-2,1.4,3.6,3.6,21.5,4.9,5,5,17,3.3,34.1,68.4,1.4,84.8,81.3,79.6,1.3,76,3.4,26.2,90.8,98.2,16.7,2344.6,5.1,66.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BIH","Bosnia Herzeg.","Europe","Southern Europe","East European Sphere","lower middle income","democratic rule",3.8,0.6,5.7,5.7,16.6,0.9,3,3,4.4,-2.2,39.6,31.4,-12.7,73.7,35.8,23,3.8,75.5,17.5,19.7,97.6,93.2,19.7,2822.2,20.3,42,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BLR","Belarus","Europe","Eastern Europe","East European Sphere","lower middle income","autocratic rule",13.9,3.5,5.7,5.7,55.2,7.7,3,3,5.8,12.7,41,37.6,-13.7,47.3,54.1,28.7,9.6,69.6,19.5,21.1,99.7,91.6,22.9,6389.3,3.2,59.8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BLZ","Belize","South America","Central America","Latin American Sphere","lower middle income","democratic rule",0.9,3.6,8.4,8.4,1.4,2.7,3.4,3.4,4.5,1.8,83.3,42.6,-5.5,62.4,61.9,36.2,0.3,76.9,5.9,60.4,93.4,96,17.9,268.5,65.5,63.1,0,0.1,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BOL","Bolivia","South America","Southern South America","Latin American Sphere","lower middle income","democratic rule",11.1,5.7,8.4,8.4,19.8,4.1,3.4,3.4,2,11.6,39.1,28.4,6.1,35.3,41.2,77.9,9.9,66.3,7.8,56.1,90.7,93.7,19.4,3804,5.8,73.9,0,0,0.1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BRA","Brazil","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",6.3,0.7,6.3,6.3,2142.9,7.5,3.3,3.3,11,30.9,65.2,65.3,-1.8,14.2,10.9,29.7,194.9,72.9,10.4,36.2,90,92.6,26.7,3158.5,2,71.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BRB","Barbados","North America","Caribbean","Anglosaxon Sphere","high income","democratic rule",7.9,2.7,8.4,8.4,4.2,-2.4,3.4,3.4,15.5,-3.6,116.8,63.4,-6.9,56,47.3,5.7,0.3,77.7,14,26.3,99.7,96.9,22.3,4900.2,62.6,71.2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BTN","Bhutan","Asia","Southern Asia","Indo-Persian Sphere","lower middle income","autocratic rule",9.6,2.4,3,3,1.4,11.8,5.4,5.4,1.9,3.4,70.6,33,-8.5,31.1,64.7,54.4,0.7,66.8,8.9,43.1,52.8,83.4,16.2,772.1,0.6,73.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","BWA","Botswana","Africa","Southern Africa","African Sphere","upper middle income","democratic rule",8.4,3.2,6.2,6.2,14.9,7.2,2.6,2.6,7.4,27.7,17.8,64.7,-5.5,38.8,33,83.7,2,55.5,6.3,53.6,83.3,84,15.4,891.6,5.1,67.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","CAN","Canada","North America","Northern America","Anglosaxon Sphere","high income","democratic rule",3.3,1.2,1.3,1.3,1616.5,3.2,1.3,1.3,46.4,16.7,85.1,92.1,-2.2,33.3,29.4,34.6,34,81,24,22.9,97.6,99.5,26.1,4193.3,4.7,73.4,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","CHE","Switzerland","Europe","Western Europe","German Sphere","high income","democratic rule",1,1.2,0.2,0.2,552.2,9.9,1.2,1.2,71.9,11.2,50.1,92.8,7.8,45.9,53.6,6.6,7.7,82.2,25.3,22.5,97.6,88.9,19,3277.5,9.6,81.1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","CHL","Chile","South America","Southern South America","Latin American Sphere","upper middle income","democratic rule",3.4,4,2.7,2.7,216.1,6.1,5.1,5.1,12.6,24,8.6,77.9,0.4,41.1,38.1,64.4,17.1,78.8,13.6,30.9,98.6,94.4,17.3,5244.5,6,62.9,0.1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","CHN","China","Asia","Eastern Asia","East Asian Sphere","lower middle income","autocratic rule",5.4,2.9,3.2,3.2,5930.4,10.4,7.6,7.6,4.4,18.3,33.5,75.4,6.5,29.2,29.5,2.7,1341.3,73.5,12.4,23.6,93.7,99.5,16.2,2344.1,3.8,79.1,0,0.1,0.2,0.1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-03-2011","CIV","Côte d'Ivoire","Africa","Western Africa","African Sphere","low income","autocratic rule",5.7,3.7,6.2,6.2,23,2.4,2.6,2.6,1.2,0.1,66.4,20.4,4.1,34.3,40.6,32.3,19.7,58.4,5.8,82,54.6,54.9,7.8,439.5,6.2,68.6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
